#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NOAA/GOES
#     SOURCE_NAME                     GOES13
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       5min
#     DESCRIPTOR                      EPS-MAGED>Energetic Particle Sensor - Magnetospheric Electron Detector
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     DATA_VERSION                    01
#     PI_NAME                         NOAA NGDC and SWPC
#     PI_AFFILIATION                  sem.goes@noaa.gov
#     TEXT                            Data has been recast from original NOAA netCDF files by SPDF. DATA CAVEATS/WARNINGS:
#     TEXT                             The MagED data may not be accurate at times due to instrument limitations such
#     TEXT                             as dead time and proton contamination. Every effort is made to reduce these
#     TEXT                             effects but uncertainties are inevitable. Additionally, the detectors may suffer
#     TEXT                             from intermittent noise problems. Please contact Juan V. Rodriguez (sem.goes@noaa.gov)
#                                      with questions or concerns.
#     INSTRUMENT_TYPE                 Particles (space)
#     MISSION_GROUP                   GOES
#     LOGICAL_SOURCE                  goes13_eps-maged_5min
#     LOGICAL_FILE_ID                 goes13_eps-maged_5min_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      GOES-13 EPS (Energetic Particle Sensor) MagED (Magnetospheric Electron Detector)
#                                      5 minute electron fluxes 40-475 keV
#     GENERATION_DATE                 Thu Apr  2 12:35:04 2015
#     MODS                            Final release updates 8/23/2013 REM
#     LINK_TEXT                       Primary GOES
#     LINK_TITLE                      archive and instrument documentation at NOAA National Geophysical Data Center
#                                      (NGDC)
#     HTTP_LINK                       http://www.ngdc.noaa.gov/stp/satellite/goes/index.html
#     CONVENTIONS                     GOES Space Weather
#     TITLE                           GOES Magnetospheric Electron Detector
#     INSTITUTION                     NOAA
#     SOURCE                          Satellite Insitu Observations
#     SATELLITE_ID                    GOES-13
#     INSTRUMENT                      Magnetospheric Electron Detector
#     PROCESS_TYPE                    Time averaged
#     PROCESS_LEVEL                   level 2
#     SAMPLE_TIME                     1
#     SAMPLE_UNIT                     minutes
#     CREATION_DATE                   2013-02-01 10:06:56.901 UTC
#     START_DATE                      2013-01-01 00:00:00.000 UTC
#     END_DATE                        2013-01-31 23:55:00.000 UTC
#     RECORDS_PRESENT                 8928
#     ORIGINATING_AGENCY              DOC/NOAA/NCEP/NWS/SWPC
#     ARCHIVING_AGENCY                DOC/NOAA/NESDIS/NGDC
#     SPASE_DATASETRESOURCEID         spase://NOAA/NumericalData/GOES/13/EPS/MAGED/19ME15/PT5M
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Default time
#  2. Average Electron Flux at 40 keV for 9 directions ordered north to south (101 to 109) or south to north depending on yaw state in time-series plots; corrected for dead-time errors and other contamination sources
#  3. ---> Electron Flux at 75 keV
#  4. ---> Electron Flux at 150 keV
#  5. ---> Electron Flux at 275 keV
#  6. ---> Electron Flux at 475 keV
#
EPOCH                                      ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_75KEV                ELECFLUX_75KEV                ELECFLUX_75KEV                ELECFLUX_75KEV                ELECFLUX_75KEV                ELECFLUX_75KEV                ELECFLUX_75KEV                ELECFLUX_75KEV                ELECFLUX_75KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_150KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_275KEV               ELECFLUX_475KEV               ELECFLUX_475KEV               ELECFLUX_475KEV               ELECFLUX_475KEV               ELECFLUX_475KEV               ELECFLUX_475KEV               ELECFLUX_475KEV               ELECFLUX_475KEV               ELECFLUX_475KEV
                            (@_105_(pseudo telescope no)) (@_104_(pseudo telescope no)) (@_107_(pseudo telescope no)) (@_106_(pseudo telescope no)) (@_103_(pseudo telescope no)) (@_102_(pseudo telescope no)) (@_109_(pseudo telescope no)) (@_108_(pseudo telescope no)) (@_101_(pseudo telescope no)) (@_105_(pseudo telescope no)) (@_104_(pseudo telescope no)) (@_107_(pseudo telescope no)) (@_106_(pseudo telescope no)) (@_103_(pseudo telescope no)) (@_102_(pseudo telescope no)) (@_109_(pseudo telescope no)) (@_108_(pseudo telescope no)) (@_101_(pseudo telescope no)) (@_105_(pseudo telescope no)) (@_104_(pseudo telescope no)) (@_107_(pseudo telescope no)) (@_106_(pseudo telescope no)) (@_103_(pseudo telescope no)) (@_102_(pseudo telescope no)) (@_109_(pseudo telescope no)) (@_108_(pseudo telescope no)) (@_101_(pseudo telescope no)) (@_105_(pseudo telescope no)) (@_104_(pseudo telescope no)) (@_107_(pseudo telescope no)) (@_106_(pseudo telescope no)) (@_103_(pseudo telescope no)) (@_102_(pseudo telescope no)) (@_109_(pseudo telescope no)) (@_108_(pseudo telescope no)) (@_101_(pseudo telescope no)) (@_105_(pseudo telescope no)) (@_104_(pseudo telescope no)) (@_107_(pseudo telescope no)) (@_106_(pseudo telescope no)) (@_103_(pseudo telescope no)) (@_102_(pseudo telescope no)) (@_109_(pseudo telescope no)) (@_108_(pseudo telescope no)) (@_101_(pseudo telescope no))
dd-mm-yyyy hh:mm:ss.mil.mic             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)             e/(cm^2-s-sr-keV)
01-01-2013 00:00:00.000.000                       10491.7                       11478.1                       10751.8                       10923.6                       10497.4                       10922.7                       4184.45                       9904.88                       9916.31                       6968.79                       7401.51                       6959.62                       6989.58                       6954.84                       7023.31                       2724.91                       6534.62                       6560.75                       1805.33                       1907.01                       1834.85                       1811.33                       1808.32                       1864.10                       645.958                       1640.15                       1694.26                       192.566                       211.026                       210.329                       196.640                       201.557                       208.907                       49.1067                       147.920                       158.121                       12.2560                       11.8371                       12.3107                       11.4756                       11.3146                       12.1633                       4.63744                       10.7734                       11.1299
01-01-2013 00:05:00.000.000                       10155.2                       11096.7                       10367.4                       10581.2                       10081.0                       10533.2                       4157.00                       9742.58                       9778.42                       6702.93                       7106.00                       6688.37                       6719.11                       6660.88                       6751.82                       2660.40                       6232.10                       6284.46                       1677.43                       1765.99                       1703.64                       1684.64                       1676.92                       1729.98                       623.179                       1544.74                       1590.22                       161.860                       175.058                       169.371                       159.831                       159.972                       169.518                       47.3788                       136.458                       143.963                       11.3840                       10.7928                       10.8182                       10.6757                       9.84178                       11.0409                       4.56309                       10.6167                       10.8307
01-01-2013 00:10:00.000.000                       10309.1                       11200.3                       10394.8                       10654.9                       10237.6                       10666.3                       4259.91                       9924.57                       9994.56                       6631.83                       6997.05                       6527.82                       6614.90                       6484.54                       6651.18                       2721.71                       6278.28                       6306.79                       1716.13                       1805.30                       1734.61                       1719.25                       1714.53                       1753.67                       620.519                       1546.96                       1608.96                       143.775                       154.148                       148.496                       141.226                       140.732                       149.703                       49.8967                       133.464                       136.377                       11.3913                       10.5547                       10.8590                       10.5854                       10.3322                       11.0812                       4.46101                       10.7584                       11.1885
01-01-2013 00:15:00.000.000                       10263.2                       11210.5                       10435.2                       10702.8                       10217.0                       10647.2                       4273.00                       9882.77                       9911.68                       6427.14                       6842.26                       6311.46                       6412.36                       6293.65                       6481.57                       2681.41                       6159.07                       6166.70                       1718.96                       1822.10                       1750.44                       1724.78                       1721.24                       1763.98                       615.014                       1541.87                       1591.84                       139.017                       149.690                       149.975                       140.178                       141.751                       147.393                       45.6402                       125.575                       134.014                       11.7545                       11.3181                       11.5617                       10.8838                       10.7551                       11.8351                       4.56081                       10.9657                       11.4248
01-01-2013 00:20:00.000.000                       10724.0                       11700.5                       10909.9                       11150.5                       10612.4                       11063.2                       4383.46                       10310.5                       10304.5                       6475.35                       6868.47                       6397.97                       6483.98                       6354.33                       6558.11                       2733.57                       6278.46                       6239.72                       1811.32                       1925.16                       1853.69                       1818.89                       1824.15                       1870.03                       612.907                       1554.66                       1627.91                       174.246                       190.344                       191.915                       177.589                       185.824                       187.888                       45.8312                       138.336                       147.057                       12.5181                       11.7341                       11.9787                       11.5366                       11.0424                       11.8119                       4.68394                       11.3098                       11.4242
01-01-2013 00:25:00.000.000                       10872.6                       11822.0                       10993.2                       11301.1                       10817.8                       11197.7                       4437.95                       10354.8                       10379.4                       6560.05                       6950.09                       6524.16                       6584.19                       6466.70                       6637.13                       2720.18                       6177.56                       6156.30                       1877.40                       1988.52                       1913.08                       1882.54                       1887.93                       1937.22                       616.638                       1603.88                       1668.15                       176.552                       192.529                       194.218                       179.862                       189.020                       190.607                       47.3306                       141.113                       146.707                       11.9928                       11.2538                       11.3693                       10.8152                       10.4037                       11.3860                       4.83210                       10.6583                       10.7784
01-01-2013 00:30:00.000.000                       10862.3                       11795.6                       11039.7                       11283.3                       10884.4                       11261.3                       4492.20                       10401.1                       10361.7                       6441.83                       6809.77                       6423.41                       6472.73                       6385.32                       6564.56                       2657.75                       6013.35                       5998.65                       1785.49                       1909.44                       1842.93                       1810.99                       1810.28                       1866.29                       615.330                       1591.44                       1653.67                       165.672                       179.011                       173.446                       164.820                       165.365                       174.663                       47.4049                       135.472                       140.387                       11.3280                       10.9749                       11.0988                       10.8991                       10.2710                       11.3714                       4.41603                       10.7697                       11.1824
01-01-2013 00:35:00.000.000                       10939.6                       11900.5                       11068.5                       11362.5                       10896.1                       11284.5                       4525.52                       10485.9                       10431.7                       6335.22                       6720.79                       6328.58                       6361.31                       6268.98                       6421.80                       2604.54                       5877.56                       5862.97                       1762.93                       1862.96                       1781.58                       1770.32                       1757.99                       1804.55                       621.789                       1577.61                       1630.87                       181.046                       195.896                       193.664                       183.105                       185.742                       191.309                       47.4700                       138.277                       147.412                       14.0370                       13.3836                       13.9826                       13.1899                       12.9309                       14.2466                       4.52694                       11.3946                       12.2369
01-01-2013 00:40:00.000.000                       10901.5                       11895.4                       11035.7                       11350.1                       10875.4                       11296.7                       4559.87                       10512.5                       10467.5                       6239.00                       6659.30                       6208.02                       6266.16                       6157.96                       6299.56                       2551.36                       5813.78                       5829.88                       1924.59                       2042.29                       1942.71                       1934.05                       1929.72                       1990.76                       639.674                       1655.45                       1732.82                       186.211                       201.639                       194.170                       184.904                       185.772                       197.976                       55.0913                       162.067                       169.156                       12.4843                       11.7123                       11.7229                       11.4392                       10.9375                       12.2446                       4.66840                       11.5901                       11.6049
01-01-2013 00:45:00.000.000                       10406.4                       11404.6                       10575.4                       10837.2                       10315.7                       10828.4                       4495.59                       10304.3                       10299.0                       5950.20                       6330.72                       5913.68                       5986.01                       5889.33                       6034.36                       2449.04                       5536.57                       5601.16                       1774.18                       1869.21                       1764.52                       1747.89                       1729.03                       1807.21                       659.455                       1666.87                       1708.98                       172.249                       184.455                       184.652                       170.894                       174.348                       179.423                       47.0698                       137.874                       150.653                       11.0362                       10.3927                       10.5105                       10.2732                       9.62746                       10.7852                       5.08589                       11.1184                       11.1897
01-01-2013 00:50:00.000.000                       10391.7                       11335.5                       10414.1                       10844.1                       10240.0                       10805.1                       4555.93                       10366.8                       10361.5                       5948.11                       6301.44                       5837.40                       5935.74                       5792.18                       5946.17                       2454.96                       5629.36                       5679.97                       1778.75                       1887.46                       1790.31                       1779.91                       1757.06                       1831.49                       666.707                       1663.16                       1709.98                       148.309                       158.103                       157.458                       148.375                       148.912                       154.080                       52.5206                       144.037                       147.260                       11.5481                       10.9232                       11.2552                       10.8394                       10.3405                       11.2826                       4.63247                       10.2623                       10.6442
01-01-2013 00:55:00.000.000                       10361.2                       11225.7                       10358.2                       10700.7                       10074.9                       10601.5                       4587.61                       10384.2                       10372.9                       6061.41                       6467.39                       6032.38                       6085.15                       6001.07                       6122.91                       2441.46                       5619.63                       5711.13                       1776.04                       1866.77                       1786.00                       1772.03                       1755.34                       1824.56                       679.664                       1672.62                       1708.42                       160.686                       176.002                       180.999                       166.167                       173.435                       175.331                       47.8477                       128.513                       136.651                       13.7037                       12.9377                       13.1774                       12.4815                       11.8962                       13.2719                       4.73271                       11.0161                       12.2296
